reference_id,name,source_kind,review_tier,source_family,domain,surface_type,page_job,information_topology,transferable_principle,non_transferable_or_caution,source_url,source_page,maturity_signal,reviewed_on,evidence_scope,evidence_notes
AW-162,Art Here 2025 - Richard Mille,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-163,Emilie Aubry,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-164,SILEENT,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-165,The Renaissance Edition,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-166,Nicola Romei™,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-167,Nfinite,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-168,Ciridae,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-169,Aramco - Shoot For The Future,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-170,Explore Primland,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-171,©Design by Dylan,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-172,Ethan & Tom,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-173,Mouthful of Dust,award_site,deep,awwwards.com,award-site case study,marketing / editorial / portfolio / experimental,Tell a cultural and historical story through cinematic real-time 3D,immersive narrative,A single medium can embody the thesis of a cultural story when all other interface elements stay subordinate.,"Realtime 3D is appropriate to the story here and is usually wrong for study, finance and administrative tasks.",https://www.awwwards.com/sites/mouthful-of-dust,7,Awwwards Site of the Day listing,2026-09-02,detail page and metadata,detail page and metadata
AW-174,Yucca Packaging,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-175,Pedestal,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=7,7,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
